"pid","location","totval","bedrooms","bathrooms","halfbaths"
581,"497 TOWNSEND AV",218900,4,2,0
582,"565 TOWNSEND AV",278300,3,2,0
583,"255 FORT HALE RD",202900,3,3,0
584,"267 FORT HALE RD",239400,4,1,1
585,"287 FORT HALE RD",243000,4,1,1
586,"303 FORT HALE RD",191300,2,1,0
587,"315 FORT HALE RD",6700,NA,NA,NA
588,"325 FORT HALE RD",260100,3,2,0
589,"339 FORT HALE RD",130500,4,2,0
590,"355 FORT HALE RD",167500,2,1,0
591,"369 FORT HALE RD",253500,3,2,0
592,"387 FORT HALE RD",226500,3,2,0
593,"405 FORT HALE RD",167100,3,1,1
594,"425 FORT HALE RD",166900,3,1,0
595,"136 HYDE ST",171600,3,1,0
596,"130 HYDE ST",178500,3,1,1
597,"126 HYDE ST",197700,3,1,1
598,"120 HYDE ST",234600,3,1,1
599,"116 HYDE ST",195500,3,1,1
600,"108 HYDE ST",235600,8,3,1
601,"76 STUYVESANT AV",158300,3,1,0
602,NA,NA,NA,NA,NA
603,"72 STUYVESANT AV",166100,3,1,0
604,"68 STUYVESANT AV",157900,4,2,0
605,"62 STUYVESANT AV",184400,3,1,1
606,"58 STUYVESANT AV",197400,6,3,0
607,"52 STUYVESANT AV",234800,3,2,0
608,"48 STUYVESANT AV",209500,3,1,0
609,"42 STUYVESANT AV",233200,3,2,0
610,"38 STUYVESANT AV",195500,4,2,0
611,"30 STUYVESANT AV",252800,3,2,0
612,"16 STUYVESANT AV",267200,3,2,0
613,"14 STUYVESANT AV",159800,3,1,0
614,"511 TOWNSEND AV",240200,3,2,0
615,"519 TOWNSEND AV",153500,2,1,0
616,"523 TOWNSEND AV",169500,2,1,0
617,"527 TOWNSEND AV",255700,5,3,0
618,"535 TOWNSEND AV",216700,3,2,0
619,"541 TOWNSEND AV",188500,3,2,0
620,"551 TOWNSEND AV",313400,6,3,0
621,"555 TOWNSEND AV",220000,4,2,0
622,"73 HYDE ST",159700,4,1,1
623,"77 HYDE ST",159600,3,1,0
624,"81 HYDE ST",161000,3,1,0
625,"85 HYDE ST",157900,3,1,0
626,"91 HYDE ST",161500,2,1,0
627,"97 HYDE ST",166100,2,1,0
628,"111 STUYVESANT AV",163000,3,1,0
629,"121 STUYVESANT AV",262300,5,2,NA
630,"14 STEWART ST",142600,3,1,0
631,"STEWART ST",4800,NA,NA,NA
632,"112 GIRARD AV",200100,3,1,1
633,"104 GIRARD AV",186700,2,1,1
634,"5 STEWART ST",188600,3,1,1
635,"21 STEWART ST",197800,3,1,0
636,"137 STUYVESANT AV",189500,2,2,0
637,"143 STUYVESANT AV",168200,3,1,1
638,"145 STUYVESANT AV",216300,3,2,1
639,"204 BURR ST",133900,3,1,0
640,"174 BURR ST",162400,3,1,1
641,"140 GIRARD AV",107400,3,1,0
642,"132 GIRARD AV",151700,3,1,1
643,"105 HYDE ST",168800,3,1,0
644,"109 HYDE ST",156200,4,1,1
645,"115 HYDE ST",127900,2,1,1
646,"121 HYDE ST",190800,3,1,1
647,"127 HYDE ST",160600,3,1,0
648,"133 HYDE ST",165500,3,1,0
649,"141 HYDE ST",183500,3,1,1
650,"471 FORT HALE RD",156300,3,1,0
651,"FORT HALE RD",39100,NA,NA,NA
652,NA,NA,NA,NA,NA
653,"487 FORT HALE RD",155000,2,2,0
654,"495 FORT HALE RD",183700,3,1,1
655,"54 STEWART ST",206200,2,2,1
656,"50 STEWART ST",175000,3,1,0
657,"44 STEWART ST",193000,3,1,1
658,"120 STUYVESANT AV",215700,4,2,0
659,"35 STEWART ST",209700,4,2,0
660,"41 STEWART ST",202200,4,2,0
661,"43 STEWART ST",203200,5,3,0
662,"49 STEWART ST",147700,1,1,0
663,"57 STEWART ST",222500,4,2,0
664,"515 FORT HALE RD",218000,3,1,1
665,"535 FORT HALE RD",184800,4,2,0
666,"555 FORT HALE RD",205500,3,1,1
667,"569 FORT HALE RD",201800,3,1,1
668,"585 FORT HALE RD",163300,4,2,0
669,"230 BURR ST",167200,4,2,0
670,"226 BURR ST",149200,2,1,0
671,"220 BURR ST",120800,2,1,0
672,"210 BURR ST",112700,2,1,0
673,"150 STUYVESANT AV",150200,2,1,0
674,"146 STUYVESANT AV",167200,2,1,0
675,"151 HYDE ST",187300,3,3,0
676,"159 HYDE ST",161300,4,1,1
677,"165 HYDE ST",209000,3,1,1
678,"119 HALL ST",196100,1,2,0
679,"129 HALL ST",190400,3,2,0
680,"137 HALL ST",202500,3,1,1
681,"145 HALL ST",183300,2,1,1
682,"151 HALL ST",212800,2,1,1
683,"155 HALL ST",165500,2,1,0
684,"159 HALL ST",228700,3,2,1
685,"163 HALL ST",172400,2,1,0
686,"175 HALL ST",175700,3,1,1
687,"274 BURR ST",124600,3,1,0
688,"266 BURR ST",123400,3,1,0
689,"258 BURR ST",125300,4,1,0
690,"250 BURR ST",126400,2,2,0
691,"570 FORT HALE RD",157500,3,1,0
692,"550 FORT HALE RD",284400,4,2,0
693,"540 FORT HALE RD",167300,2,1,1
694,"530 FORT HALE RD",136500,2,1,0
695,"520 FORT HALE RD",165300,3,1,0
696,"510 FORT HALE RD",156000,3,1,0
697,"488 FORT HALE RD",182500,3,2,1
698,"478 FORT HALE RD",162800,3,2,0
699,"468 FORT HALE RD",132600,2,1,1
700,"120 HALL ST",196400,2,2,0
701,"203 HYDE ST",181900,2,1,1
702,"211 HYDE ST",209700,1,1,1
703,"296 BURR ST",222400,3,3,NA
704,"292 BURR ST",181200,3,1,1
705,"286 BURR ST",191000,3,1,1
706,"180 HALL ST",194000,3,1,1
707,"HALL ST",6200,NA,NA,NA
708,"174 HALL ST",201700,3,1,1
709,"180 TOWNSEND TER",290700,4,3,0
710,"166 HALL ST",168600,2,1,1
711,"158 HALL ST",185100,3,2,NA
712,"177 TOWNSEND TER",216700,3,2,0
713,"148 HALL ST",274400,3,2,0
714,"136 HALL ST",237400,3,2,0
715,"130 HALL ST",158000,3,1,0
716,"351 CONCORD ST",130100,3,1,0
717,"87 BURR ST",144500,3,1,0
718,"97 BURR ST",123400,2,1,0
719,"103 BURR ST",160000,2,1,1
720,"109 BURR ST",142300,3,1,0
721,"1850 DEAN ST",207800,3,2,0
722,"1840 DEAN ST",137200,3,1,0
723,"1836 DEAN ST",165100,4,2,0
724,"1832 DEAN ST",115600,2,1,0
725,"1820 DEAN ST",112900,2,1,0
726,"40 ELMER ST",142900,3,1,0
727,"34 ELMER ST",178900,2,1,1
728,"30 ELMER ST",163700,4,2,0
729,"24 ELMER ST",180600,4,2,0
730,"20 ELMER ST",152500,4,2,0
731,"4 ELMER ST",171700,3,1,0
732,"327 CONCORD ST",139700,2,1,0
733,"331 CONCORD ST",161800,3,1,1
734,"337 CONCORD ST",155900,3,1,0
735,"341 CONCORD ST",214500,4,2,0
736,"349 CONCORD ST",167100,3,1,1
737,"BURR ST",5000,NA,NA,NA
738,"421 TOWNSEND AV",161600,2,1,1
739,"385 TOWNSEND AV",4355273,3,15,NA
740,"CONCORD ST",60900,NA,NA,NA
741,"398 CONCORD ST",299700,6,2,2
742,"396 CONCORD ST",199600,3,1,1
743,"388 CONCORD ST",156900,2,1,1
744,"66 BURR ST",183100,3,2,0
745,"54 BURR ST",211300,3,2,0
746,"60 BURR ST",221900,3,2,0
747,"44 BURR ST",177900,4,2,0
748,"34 BURR ST",154700,3,1,0
749,"431 TOWNSEND AV",162900,2,1,0
750,"439 TOWNSEND AV",146600,3,1,0
751,"15 LEY ST",131000,1,1,0
752,"19 LEY ST",132900,3,1,0
753,"25 LEY ST",197300,3,2,0
754,"31 LEY ST",150200,3,1,0
755,"37 LEY ST",196000,2,1,0
756,"45 LEY ST",195400,5,2,0
757,"51 LEY ST",163300,2,1,0
758,"57 LEY ST",193600,3,2,0
759,"63 LEY ST",192800,3,2,0
760,"71 LEY ST",149600,2,1,1
761,"77 LEY ST",152000,2,1,0
762,"81 LEY ST",199000,3,2,1
763,"89 LEY ST",149300,2,1,0
764,"95 LEY ST",168100,4,1,0
765,"110 BURR ST",167100,4,2,0
766,"106 BURR ST",168500,3,2,0
767,"104 BURR ST",193400,2,1,0
768,"100 BURR ST",202800,3,2,0
769,"375 CONCORD ST",202900,3,2,1
770,"383 CONCORD ST",204700,3,1,1
771,"473 TOWNSEND AV",304600,0,0,NA
772,"17 GIRARD AV",224600,3,2,0
773,"23 GIRARD AV",141800,2,1,0
774,"27 GIRARD AV",176100,2,1,0
775,"33 GIRARD AV",173300,3,1,1
776,"35 GIRARD AV",191100,3,1,1
777,"37 GIRARD AV",187000,3,1,1
778,"47 GIRARD AV",173800,3,1,1
779,"51 GIRARD AV",180300,3,1,1
780,"57 GIRARD AV",159400,2,1,0
781,"GIRARD AV",2700,NA,NA,NA
782,"63 GIRARD AV",221900,3,1,1
783,"69 GIRARD AV",169000,2,1,1
784,"75 GIRARD AV",165500,3,1,0
785,"79 GIRARD AV",198300,3,3,0
786,"89 GIRARD AV",176700,2,1,0
787,"95 GIRARD AV",166200,3,1,0
788,"99 GIRARD AV",185600,3,2,0
789,"105 GIRARD AV",149400,2,1,0
790,"115 GIRARD AV",157300,2,1,0
791,"119 GIRARD AV",148900,1,2,0
792,"125 GIRARD AV",118100,2,1,0
793,"133 GIRARD AV",133900,3,1,1
794,"118 BURR ST",76900,NA,NA,NA
795,"100 LEY ST",174400,2,2,0
796,"94 LEY ST",167100,3,1,0
797,"90 LEY ST",187700,2,1,1
798,"78 LEY ST",207300,3,1,0
799,"74 LEY ST",289800,2,2,0
800,"70 LEY ST",154400,2,1,0
801,"68 LEY ST",161800,2,1,1
802,"64 LEY ST",151300,2,1,0
803,"54 LEY ST",168200,3,1,1
804,"48 LEY ST",182900,3,1,0
805,"42 LEY ST",199000,3,1,1
806,"38 LEY ST",189200,3,1,1
807,"34 LEY ST",127700,2,1,0
808,"26 LEY ST",126800,2,1,0
809,"24 LEY ST",176900,6,2,0
810,"20 LEY ST",147500,3,1,0
811,"445 TOWNSEND AV",182300,6,2,0
812,"449 TOWNSEND AV",182900,4,2,0
813,"455 TOWNSEND AV",213500,5,3,0
814,"461 TOWNSEND AV",140600,2,1,0
815,"155 BURR ST",37440600,0,0,NA
816,"257 CONCORD ST",112300,2,1,0
817,"15 ALFRED ST",222800,3,2,0
818,"19 ALFRED ST",173900,4,2,0
819,"23 ALFRED ST",171100,3,2,0
820,"29 ALFRED ST",160000,3,1,0
821,"37 ALFRED ST",115000,3,2,0
822,"ALFRED ST",55000,NA,NA,NA
823,"47 ALFRED ST",146400,3,1,0
824,"50 NELSON ST",143900,3,1,0
825,"44 NELSON ST",137000,2,1,0
826,"40 NELSON ST",161500,2,1,1
827,"30 NELSON ST",161300,3,1,0
828,"26 NELSON ST",171400,3,2,0
829,"20 NELSON ST",181700,3,1,1
830,"16 NELSON ST",155600,4,1,0
831,"239 CONCORD ST",232200,3,2,1
832,"245 CONCORD ST",210200,3,2,0
833,"247 CONCORD ST",168700,3,1,1
834,"253 CONCORD ST",127900,3,1,0
835,NA,NA,NA,NA,NA
836,"MYRON ST",8500,NA,NA,NA
837,"25 MYRON ST",248700,4,3,0
838,"33 MYRON ST",191900,2,1,0
839,"37 MYRON ST",211700,3,2,0
840,"43 MYRON ST",161200,4,1,0
841,"47 MYRON ST",189700,3,1,1
842,"53 MYRON ST",193900,3,2,0
843,"57 MYRON ST",195500,4,2,0
844,"63 MYRON ST",159700,3,1,0
845,"288 CONCORD ST",171200,3,1,0
846,"280 CONCORD ST",181200,3,1,1
847,"274 CONCORD ST",166500,3,1,0
848,"270 CONCORD ST",198500,3,1,0
849,"264 CONCORD ST",144700,3,1,0
850,"260 CONCORD ST",146600,3,2,0
851,"256 CONCORD ST",197700,4,2,2
852,"58 FLORENCE AV",190700,3,1,1
853,"54 FLORENCE AV",168400,4,2,0
854,"52 FLORENCE AV",182900,3,2,1
855,"46 FLORENCE AV",237600,5,3,0
856,"40 FLORENCE AV",171900,2,2,0
857,"4 DORCHESTER TER",165200,3,2,0
858,"2 DORCHESTER TER",169900,4,1,0
859,"34 FLORENCE AV",218100,4,2,0
860,"26 FLORENCE AV",160600,3,1,0
861,"22 FLORENCE AV",242100,3,2,1
862,"18 FLORENCE AV",156200,2,1,1
863,"255 TOWNSEND AV",360900,3,2,1
864,"261 TOWNSEND AV",246400,3,2,0
865,"265 TOWNSEND AV",273700,3,2,0
866,"271 TOWNSEND AV",485200,4,3,0
867,"277 TOWNSEND AV",299000,4,2,0
868,"291 TOWNSEND AV",423900,4,2,1
869,"295 TOWNSEND AV",168500,3,1,0
870,"293 TOWNSEND AV",223300,3,1,1
871,"299 TOWNSEND AV",321300,5,2,1
872,"305 TOWNSEND AV",258700,2,2,0
873,"309 TOWNSEND AV",112800,2,1,0
874,"91 MYRON ST",159500,3,1,0
875,"95 MYRON ST",172500,3,1,0
876,"99 MYRON ST",177100,3,1,1
877,"109 MYRON ST",159800,2,2,0
878,"105 MYRON ST",246100,4,2,1
879,"115 MYRON ST",183200,4,1,0
880,"131 MYRON ST",144000,3,1,0
881,"ALFRED ST",57600,NA,NA,NA
882,"38 ALFRED ST",201700,3,2,0
883,"32 ALFRED ST",175100,2,2,0
884,"28 ALFRED ST",161600,4,1,0
885,"18 ALFRED ST",187700,3,2,0
886,"16 ALFRED ST",154300,2,1,0
887,"263 CONCORD ST",170700,2,1,0
888,"273 CONCORD ST",148700,3,1,0
889,"275 CONCORD ST",191500,3,1,1
890,"281 CONCORD ST",184900,3,1,1
891,"371 TOWNSEND AV",195400,4,2,1
892,"17 BURR ST",162800,2,1,0
893,"25 BURR ST",164400,2,1,0
894,"7 IRA ST",114900,1,1,0
895,"24 IRA ST",173500,3,2,0
896,"20 IRA ST",207900,2,1,1
897,"12 IRA ST",127700,2,2,0
898,"2 IRA ST",201400,3,2,0
899,"1A IRA ST",183600,3,1,1
900,"325 TOWNSEND AV",155200,3,1,1
901,"333 TOWNSEND AV",157000,3,1,0
902,"TOWNSEND AV",4300,NA,NA,NA
903,"343 TOWNSEND AV",182800,3,1,1
904,"341 TOWNSEND AV",222500,2,2,0
905,"351 TOWNSEND AV",178600,3,1,1
906,"357 TOWNSEND AV",175900,3,1,0
907,"361 TOWNSEND AV",163200,3,1,0
908,"365 TOWNSEND AV",141200,2,2,0
909,"37 BURR ST",146500,2,1,1
910,"39 BURR ST",152400,3,2,0
911,"45 BURR ST",217900,8,2,1
912,"55 BURR ST",205700,4,2,0
913,"65 BURR ST",192200,0,0,NA
914,"346 CONCORD ST",194900,4,2,0
915,"338 CONCORD ST",121900,2,1,0
916,"334 CONCORD ST",201200,3,1,1
917,"324 CONCORD ST",244700,3,2,1
918,"320 CONCORD ST",183000,3,1,1
919,"CONCORD ST",56500,NA,NA,NA
920,"72 MYRON ST",189000,3,1,0
921,"64 MYRON ST",201300,3,1,0
922,"60 MYRON ST",153200,3,1,1
923,"MYRON ST",3100,NA,NA,NA
924,"1 IRA ST",241200,3,2,1
925,"1B IRA ST",254000,3,2,1
926,"1C IRA ST",239500,3,2,1
927,"3 IRA ST",190100,3,2,1
928,"5 IRA ST",177600,1,1,0
929,"9 IRA ST",157200,3,1,1
930,NA,NA,NA,NA,NA
931,"21 IRA ST",190100,3,2,0
932,"23 IRA ST",168600,3,1,1
933,"5 ELMER ST",181200,4,2,0
934,"7 ELMER ST",181300,3,1,1
935,"15 ELMER ST",198600,3,2,0
936,"25 ELMER ST",153300,2,1,0
937,"35 ELMER ST",186400,3,1,1
938,"1800 DEAN ST",188100,3,2,0
939,"1760 DEAN ST",140600,2,1,0
940,"130 MYRON ST",114400,2,1,1
941,"DEAN ST",1100,NA,NA,NA
942,"124 MYRON ST",117400,2,1,0
943,"118 MYRON ST",184800,4,2,1
944,"112 MYRON ST",183200,2,1,1
945,"106 MYRON ST",155500,3,2,0
946,"100 MYRON ST",191100,3,2,0
947,"96 MYRON ST",180500,4,2,0
948,"297 CONCORD ST",142600,2,1,0
949,"301 CONCORD ST",195600,3,2,0
950,"307 CONCORD ST",161500,3,1,0
951,"54 TOWNSEND AV",6900,NA,NA,NA
952,"TOWNSEND AV",515000,NA,NA,NA
953,"197 TOWNSEND AV",318700,4,1,1
954,"15 PARKER PL",228300,3,1,1
955,"21 PARKER PL",176300,3,1,0
956,"25 PARKER PL",175000,3,1,1
957,"29 PARKER PL",184600,3,1,0
958,"35 PARKER PL",193800,3,1,0
959,"37 PARKER PL",180900,3,1,0
960,"41 PARKER PL",185000,3,1,0
961,"45 PARKER PL",196000,3,1,0
962,"51 PARKER PL",194000,3,1,0
963,"55 PARKER PL",212000,3,1,1
964,"52 BEECHER PL",188600,3,1,1
965,"50 BEECHER PL",171700,3,2,0
966,"46 BEECHER PL",213500,3,3,NA
967,"42 BEECHER PL",205900,3,2,1
968,"38 BEECHER PL",190800,3,1,1
969,"34 BEECHER PL",216700,3,1,1
970,"26 BEECHER PL",147600,3,2,0
971,"18 BEECHER PL",174200,3,1,0
972,"14 BEECHER PL",191300,3,1,1
973,"183 TOWNSEND AV",367500,5,5,0
974,"187 TOWNSEND AV",308800,4,1,1
975,"201 CONCORD ST",212100,3,1,1
976,"71 PARKER PL",165900,3,1,0
977,"73 PARKER PL",249400,4,2,0
978,"91 PARKER PL",177100,3,1,1
979,"95 PARKER PL",168500,3,1,1
980,"103 PARKER PL",148400,4,1,1
981,"107 PARKER PL",155700,2,1,0
982,"40 ARDEN ST",148200,2,1,0
983,"28 ARDEN ST",145300,2,1,0
984,"24 ARDEN ST",165700,3,2,0
985,"20 ARDEN ST",155100,3,1,0
986,"14 ARDEN ST",134100,2,1,0
987,"12 ARDEN ST",148600,2,1,0
988,"173 CONCORD ST",174700,4,2,0
989,"189 CONCORD ST",179900,3,1,1
990,"193 CONCORD ST",189600,4,1,1
991,"249 TOWNSEND AV",233500,2,2,1
992,"19 FLORENCE AV",146700,4,1,0
993,"25 FLORENCE AV",212800,3,2,0
994,"35 FLORENCE AV",227400,4,2,1
995,"37 FLORENCE AV",191700,3,2,0
996,"41 FLORENCE AV",166700,2,2,0
997,"32 MANSION ST",163800,2,1,0
998,"30 MANSION ST",176100,2,1,0
999,"28 MANSION ST",261400,4,2,1
1000,"22 MANSION ST",194900,3,1,0
1001,"18 MANSION ST",197500,3,1,0
1002,"14 MANSION ST",191200,3,1,0
1003,"8 MANSION ST",203100,3,1,1
1004,"4 MANSION ST",200900,3,2,0
1005,"28 PARKER PL",202400,3,2,0
1006,"PARKER PL",5500,NA,NA,NA
1007,"24 PARKER PL",192800,4,1,0
1008,"PARKER PL",5400,NA,NA,NA
1009,"18 PARKER PL",201700,2,1,1
1010,"207 TOWNSEND AV",310500,3,1,1
1011,"211 TOWNSEND AV",450800,4,1,1
1012,"215 TOWNSEND AV",258800,2,1,1
1013,"219 TOWNSEND AV",353600,4,3,0
1014,"223 TOWNSEND AV",370900,7,3,1
1015,"225 TOWNSEND AV",361700,3,2,1
1016,"229 TOWNSEND AV",284000,4,1,1
1017,"235 TOWNSEND AV",359400,3,2,1
1018,"239 TOWNSEND AV",288700,3,1,0
1019,"241 TOWNSEND AV",233200,2,1,1
1020,"245 TOWNSEND AV",296800,5,2,1
1021,"53 FLORENCE AV",190900,3,1,1
1022,"57 FLORENCE AV",173000,3,1,1
1023,"61 FLORENCE AV",171900,3,1,1
1024,"65 FLORENCE AV",193500,3,2,0
1025,"69 FLORENCE AV",168600,3,2,0
1026,"236 CONCORD ST",193000,4,2,0
1027,"230 CONCORD ST",174900,3,1,0
1028,"224 CONCORD ST",145700,2,2,0
1029,"220 CONCORD ST",161900,3,1,0
1030,"210 CONCORD ST",193900,2,1,0
1031,"50 PARKER PL",239900,4,3,0
1032,"11 MANSION ST",194200,3,1,1
1033,"15 MANSION ST",268000,3,2,1
1034,"25 MANSION ST",192800,3,1,0
1035,"27 MANSION ST",205800,3,1,1
1036,"29 MANSION ST",219600,3,1,1
1037,"33 MANSION ST",163300,2,1,0
1038,"227 CONCORD ST",165200,3,1,1
1039,"11 NELSON ST",155300,3,1,0
1040,"15 NELSON ST",192900,3,1,1
1041,"23 NELSON ST",201200,4,2,1
1042,"41 NELSON ST",132400,3,1,0
1043,"47 NELSON ST",139800,3,1,0
1044,"1610 DEAN ST",146200,4,2,0
1045,"110 PARKER PL",134100,3,1,0
1046,"100 PARKER PL",188700,4,1,1
1047,"94 PARKER PL",191300,4,2,0
1048,"80 PARKER PL",191100,3,1,1
1049,"76 PARKER PL",162800,3,1,1
1050,"74 PARKER PL",178100,3,1,1
1051,"72 PARKER PL",151200,2,1,0
1052,"68 PARKER PL",179300,3,1,0
1053,"219 CONCORD ST",195400,3,1,0
1054,"223 CONCORD ST",148200,3,1,0
1055,"168 TOWNSEND AV",183700,NA,NA,NA
1056,"TOWNSEND AV",188100,NA,NA,NA
1057,"154 TOWNSEND AV",400500,2,2,0
1058,"150 TOWNSEND AV",351800,4,3,NA
1059,"146 TOWNSEND AV",385700,3,2,0
1060,"144 TOWNSEND AV",387600,3,1,1
1061,"138 TOWNSEND AV",393300,3,1,1
1062,"TOWNSEND AV",1400,NA,NA,NA
1063,"126 TOWNSEND AV",441000,5,5,0
1064,"120 TOWNSEND AV",319000,3,1,0
1065,"112 TOWNSEND AV",549400,8,3,1
1066,"110 TOWNSEND AV",411100,3,2,0
1067,"100 TOWNSEND AV",521900,4,3,1
1068,"92 TOWNSEND AV",387900,5,3,0
1069,"90 TOWNSEND AV",483100,4,2,1
1070,"TOWNSEND AV",1200,NA,NA,NA
1071,"88 TOWNSEND AV",363000,2,1,1
1072,"80 TOWNSEND AV",492700,4,2,0
1073,"31 ALDEN ST",184600,3,2,0
1074,"25 ALDEN ST",195800,3,2,0
1075,"1366 DEAN ST",211900,3,1,1
1076,"1340 DEAN ST",196900,3,2,1
1077,"1354 DEAN ST",231800,3,2,0
1078,"1330 DEAN ST",232700,3,2,0
1079,"1320 DEAN ST",185200,3,1,1
1080,"1310 DEAN ST",195500,3,1,1
1081,"1294 DEAN ST",153700,2,1,0
1082,"1284 DEAN ST",169400,3,1,0
1083,"1274 DEAN ST",178800,3,1,1
1084,"1264 DEAN ST",212700,3,2,0
1085,"1254 DEAN ST",181800,2,2,NA
1086,"1244 DEAN ST",181700,3,1,1
1087,"1236 DEAN ST",195800,3,1,1
1088,"1224 DEAN ST",169600,5,1,1
1089,"50 MORRIS CSWY",129300,3,1,0
1090,"44 MORRIS CSWY",138900,3,1,0
1091,"38 MORRIS CSWY",179300,3,1,0
1092,"32 MORRIS CSWY",186100,4,2,0
1093,"7 CONCORD ST",174900,3,1,0
1094,"9 CONCORD ST",154900,3,1,0
1095,"23 CONCORD ST",192100,6,2,0
1096,"27 CONCORD ST",192100,4,2,0
1097,"31 CONCORD ST",141700,3,1,0
1098,"37 CONCORD ST",185200,3,1,0
1099,"43 CONCORD ST",177200,3,1,0
1100,"49 CONCORD ST",149300,3,1,0
1101,"55 CONCORD ST",157300,2,1,0
1102,"61 CONCORD ST",149300,3,1,0
1103,"67 CONCORD ST",153400,2,1,0
1104,"71 CONCORD ST",161400,4,2,0
1105,"77 CONCORD ST",193300,3,2,NA
1106,"81 CONCORD ST",177200,3,2,0
1107,"85 CONCORD ST",157200,3,1,0
1108,"91 CONCORD ST",166500,2,2,0
1109,"97 CONCORD ST",165600,4,2,0
1110,"101 CONCORD ST",156800,4,1,0
1111,"107 CONCORD ST",176500,2,1,0
1112,"109 CONCORD ST",176300,2,1,1
1113,"111 CONCORD ST",156700,2,1,0
1114,"121 CONCORD ST",182400,3,1,0
1115,"127 CONCORD ST",159200,2,1,0
1116,"17 ALDEN ST",271800,4,2,2
1117,"37 SHOREHAM RD",181800,4,1,1
1118,"80 CONCORD ST",175300,3,1,1
1119,"78 CONCORD ST",162000,3,2,0
1120,"92 CONCORD ST",210700,5,3,0
1121,"90 CONCORD ST",208800,6,3,0
1122,"88 CONCORD ST",237100,3,2,NA
1123,"87 TOWNSEND AV",213100,4,2,0
1124,"89 TOWNSEND AV",143100,3,2,0
1125,"TOWNSEND AV",80000,NA,NA,NA
1126,"99 TOWNSEND AV",232300,0,0,NA
1127,"105 TOWNSEND AV",186500,5,3,0
1128,"115 TOWNSEND AV",207800,2,1,1
1129,"117 TOWNSEND AV",160100,3,1,0
1130,"129 TOWNSEND AV",186200,3,1,1
1131,"17 SHOREHAM RD",180900,3,1,1
1132,"19 SHOREHAM RD",199300,3,2,1
1133,"25 SHOREHAM RD",176400,3,2,0
1134,"33 SHOREHAM RD",202900,3,2,0
1135,"51 BEECHER PL",291300,6,2,0
1136,"156 CONCORD ST",186400,5,3,0
1137,"150 CONCORD ST",214300,3,2,0
1138,"146 CONCORD ST",178100,3,1,0
1139,"140 CONCORD ST",168700,3,1,0
1140,"136 CONCORD ST",188800,3,1,0
1141,"132 CONCORD ST",190300,3,1,1
1142,"36 SHOREHAM RD",170700,2,1,0
1143,"32 SHOREHAM RD",155400,2,1,0
1144,"28 SHOREHAM RD",202100,3,2,0
1145,"22 SHOREHAM RD",204800,3,1,1
1146,"16 SHOREHAM RD",173400,4,1,1
1147,"14 SHOREHAM RD",310600,4,2,1
1148,"139 TOWNSEND AV",186300,3,1,1
1149,"143 TOWNSEND AV",166500,3,1,0
1150,"147 TOWNSEND AV",220800,4,1,0
1151,"151 TOWNSEND AV",212800,2,2,0
1152,"155 TOWNSEND AV",320100,4,1,1
1153,"165 TOWNSEND AV",327400,6,4,0
1154,"171 TOWNSEND AV",344300,3,2,1
1155,"15 BEECHER PL",189800,2,2,0
1156,"23 BEECHER PL",212100,6,2,2
1157,"37 BEECHER PL",252900,3,2,0
1158,"39 BEECHER PL",168400,2,1,1
1159,"41 BEECHER PL",201100,5,3,0
1160,"45 BEECHER PL",175500,4,2,0
1161,"49 BEECHER PL",1100,NA,NA,NA
1162,"35 EDEN ST",158700,3,1,0
1163,"1414 DEAN ST",164400,6,2,0
1164,"30 ALDEN ST",154400,3,1,1
1165,"14 ALDEN ST",184000,3,1,1
1166,"20 ALDEN ST",203500,3,1,1
1167,"135 CONCORD ST",190300,3,1,0
1168,"141 CONCORD ST",157700,2,1,0
1169,"145 CONCORD ST",139300,2,1,0
1170,"151 CONCORD ST",226200,3,2,0
1171,"11 EDEN ST",128100,2,1,0
1172,"15 EDEN ST",154900,3,1,1
1173,"21 EDEN ST",5800,NA,NA,NA
1174,NA,NA,NA,NA,NA
1175,"25 EDEN ST",143900,3,1,0
1176,"41 ARDEN ST",137100,3,1,0
1177,"1500 DEAN ST",167400,4,2,0
1178,"1490 DEAN ST",153400,3,1,1
1179,"34 EDEN ST",142400,3,2,0
1180,"26 EDEN ST",170000,6,2,0
1181,"20 EDEN ST",228300,4,2,0
1182,"14 EDEN ST",188800,3,1,1
1183,"161 CONCORD ST",130400,2,1,0
1184,"165 CONCORD ST",163000,3,1,0
1185,"169 CONCORD ST",162400,3,1,0
1186,"11 ARDEN ST",159200,3,1,0
1187,"15 ARDEN ST",165500,2,1,1
1188,"17 ARDEN ST",171800,4,2,0
1189,"31 ARDEN ST",150600,4,2,0
1190,"33 ARDEN ST",138500,2,1,0
1191,NA,NA,NA,NA,NA
1192,NA,NA,NA,NA,NA
1193,NA,NA,NA,NA,NA
1194,"208 COVE ST",2805900,0,0,NA
1195,"78 TOWNSEND AV",546300,6,5,0
1196,"74 TOWNSEND AV",540700,5,3,1
1197,"70 TOWNSEND AV",485800,3,1,1
1198,"66 TOWNSEND AV",402400,3,2,0
1199,"60 TOWNSEND AV",400800,2,2,0
1200,"56 TOWNSEND AV",421600,4,3,NA
1201,"48 TOWNSEND AV",341800,1,1,0
1202,"42 TOWNSEND AV",388000,4,3,0
1203,"94 MORRIS COVE RD",522100,3,2,1
1204,"90 MORRIS COVE RD",535200,4,2,0
1205,"86 MORRIS COVE RD",594200,3,3,0
